Date,Open,High,Low,Close,Volume
2022-03-09,98.4000015258789,104.25499725341797,97.6500015258789,99,8713400
2022-03-10,96.19000244140625,99.70999908447266,89.63999938964844,98.94999694824219,9083000
2022-03-11,100.5,102.2300033569336,90.44000244140625,91.04000091552734,7583200
2022-03-14,88.95999908447266,94.11000061035156,86.79000091552734,87.77999877929688,8433400
2022-03-15,85.3499984741211,93.83000183105469,85.01000213623047,93.7699966430664,10171700
2022-03-16,106.0999984741211,112.1500015258789,102.19999694824219,111.36000061035156,15234300
2022-03-17,108.87999725341797,114.63999938964844,105.36000061035156,114.2300033569336,7132400
2022-03-18,116.01000213623047,124.66000366210938,114.30899810791016,122.54000091552734,10544500
2022-03-21,119.06999969482422,120.98999786376953,111.53900146484375,114.2300033569336,7514200
2022-03-22,118.80000305175781,127.5,115.22000122070312,124.5,7786100
2022-03-23,122.58999633789062,131.3699951171875,121.41000366210938,126.81999969482422,6428700
2022-03-24,128.47999572753906,128.50999450683594,117.55000305175781,123.31999969482422,7330800
2022-03-25,121.22000122070312,122.80000305175781,113.6500015258789,116.12000274658203,4890400
2022-03-28,111.91000366210938,117.95999908447266,109.66999816894531,116.9800033569336,10356000
2022-03-29,122.23999786376953,129.47799682617188,120.18000030517578,127.36000061035156,8084100
2022-03-30,127.9800033569336,131.39999389648438,121.63500213623047,123.44000244140625,6768100
2022-03-31,123.19999694824219,123.49400329589844,115.16000366210938,119.79000091552734,6527100
2022-04-01,120.98999786376953,123.61900329589844,115.87999725341797,121.0999984741211,5216600
2022-04-04,126,136.42999267578125,125.05999755859375,132.72000122070312,7806800
2022-04-05,131.3699951171875,132.63999938964844,124.04000091552734,124.86000061035156,5568300
2022-04-06,122.88999938964844,122.9000015258789,115.66999816894531,120.7699966430664,4609000
2022-04-07,119.30999755859375,121.98999786376953,113.18000030517578,116.25,5106000
2022-04-08,116,117.3499984741211,112.95500183105469,114.41999816894531,4714800
2022-04-11,113.80000305175781,115.37000274658203,108.30000305175781,113.93000030517578,5168200
2022-04-12,114.91000366210938,118.48999786376953,108.02999877929688,108.80000305175781,5328600
2022-04-13,109.54000091552734,116.5999984741211,107.5,113.16999816894531,4338200
2022-04-14,111.63999938964844,113.12999725341797,106.6500015258789,108.58000183105469,4317800
2022-04-18,107.26000213623047,107.66999816894531,101.83499908447266,104.02999877929688,4014700
2022-04-19,102.45999908447266,108.83499908447266,101.01000213623047,107.52999877929688,3527200
2022-04-20,106.80000305175781,107.5999984741211,99.18000030517578,100.16999816894531,4604800
2022-04-21,100.61000061035156,102.25,90.30999755859375,91.22000122070312,7378800
2022-04-22,92.63999938964844,95.79000091552734,87.19999694824219,87.62000274658203,8016600
2022-04-25,85.5,90.41999816894531,84.02999877929688,89.5199966430664,6844400
2022-04-26,88.5,89.01000213623047,83.1500015258789,83.30999755859375,4762000
2022-04-27,82.9800033569336,86.3499984741211,80.87999725341797,82.5199966430664,4594800
2022-04-28,82.52999877929688,86.08000183105469,79.66999816894531,84.69999694824219,4754700
2022-04-29,88.29000091552734,92.18000030517578,82.44999694824219,82.76000213623047,7659500
2022-05-02,80.27999877929688,88.86000061035156,80.12999725341797,88.69000244140625,4875400
2022-05-03,86.12999725341797,90.02999877929688,85.47599792480469,87.58999633789062,3294400
2022-05-04,86.04000091552734,90.37999725341797,81.5,90.16999816894531,5380700
2022-05-05,87.41999816894531,87.58999633789062,79.75,81.91000366210938,7219000
2022-05-06,81.41000366210938,81.9000015258789,74,76.19999694824219,9516700
2022-05-09,72.75,72.75900268554688,62.529998779296875,64.62000274658203,17459100
2022-05-10,66.5199966430664,68.75,62,64.18000030517578,10371500
2022-05-11,63.5,64.8499984741211,56.689998626708984,57.11000061035156,14385100
2022-05-12,56.40999984741211,64.19000244140625,54.060001373291016,61.45000076293945,15848600
2022-05-13,64.66000366210938,76,64.4800033569336,75.4000015258789,17415500
2022-05-16,72.19999694824219,75.33000183105469,69.33000183105469,70.33000183105469,10943500
2022-05-17,79.30000305175781,83.20999908447266,75,80.20999908447266,21749200
2022-05-18,78.29000091552734,79.55000305175781,73.27200317382812,74.19999694824219,8861300
2022-05-19,73.94000244140625,79.26000213623047,72.7030029296875,76.88999938964844,9149900
2022-05-20,78.8550033569336,82.45999908447266,75.3499984741211,79.66000366210938,11188200
2022-05-23,78.94999694824219,80.37999725341797,76.11000061035156,77.25,6959500
2022-05-24,75.16999816894531,75.5,70.61000061035156,71.33999633789062,5974500
2022-05-25,72.69999694824219,77.77100372314453,71.91000366210938,75.70999908447266,8538400
2022-05-26,75.47000122070312,80.80000305175781,74.4800033569336,79.55000305175781,5817800
2022-05-27,80.75,84.2300033569336,80.4000015258789,82.86000061035156,6388300
2022-05-31,87.0199966430664,89.73999786376953,81.33499908447266,82.66000366210938,12952100
2022-06-01,82.86000061035156,83.94999694824219,77.6500015258789,79.75,6358900
2022-06-02,78.83999633789062,84.16999816894531,78.7699966430664,83.04000091552734,5813900
2022-06-03,80.7300033569336,82.1969985961914,78.30999755859375,78.76000213623047,4655300
2022-06-06,81.8499984741211,85.19999694824219,80.51000213623047,81.25,5123500
2022-06-07,80.79000091552734,87.23999786376953,80.12000274658203,86.27999877929688,7766000
2022-06-08,87.61000061035156,89.91999816894531,87.31999969482422,88.80999755859375,9086200
2022-06-09,86.1500015258789,86.54000091552734,81.81999969482422,82.18000030517578,6289400
2022-06-10,79.81999969482422,80.98999786376953,74.47000122070312,76.27999877929688,5871700
2022-06-13,71.88999938964844,73.80000305175781,69.2699966430664,70.62000274658203,7135500
2022-06-14,71,73.73999786376953,68.75,70.94999694824219,5834900
2022-06-15,71.75,77.45999908447266,71.5199966430664,75.68000030517578,5291300
2022-06-16,69.93000030517578,72.87000274658203,67.9800033569336,69.02999877929688,5841700
2022-06-17,70.55999755859375,72.21499633789062,67.9000015258789,70.19999694824219,6543800
2022-06-21,72.05000305175781,75.77999877929688,71.66000366210938,72.87000274658203,4912100
2022-06-22,69.98999786376953,73.19000244140625,69.6709976196289,71.27999877929688,3458900
2022-06-23,71.69000244140625,78.78500366210938,69.87999725341797,78.19999694824219,6669300
