timestamp,open,high,low,close,volume
2025-11-24 09:30:00-05:00,347.73,357.685,347.66,357.57,1415326.00
2025-11-24 09:35:00-05:00,357.56,361.94,356.35,360.255,1078410.00
2025-11-24 09:40:00-05:00,360.32,364.32,358.68,363.59,1025923.00
2025-11-24 09:45:00-05:00,363.54,367.15,360.85,365.22,1580278.00
2025-11-24 09:50:00-05:00,365.16,365.63,362.63,362.795,761227.00
2025-11-24 09:55:00-05:00,362.88,364,361.6798,363.7,476237.00
2025-11-24 10:00:00-05:00,363.69,367.62,363.26,367.3951,733750.00
2025-11-24 10:05:00-05:00,367.395,368.34,364.06,364.325,443745.00
2025-11-24 10:10:00-05:00,364.23,364.83,362.6601,363.97,344116.00
2025-11-24 10:15:00-05:00,364.065,364.98,363,363.36,260148.00
2025-11-24 10:20:00-05:00,363.36,365.42,362.63,364.21,327313.00
2025-11-24 10:25:00-05:00,364.14,367.6,363.3201,367.3225,366038.00
2025-11-24 10:30:00-05:00,367.345,368.47,365.9,368.47,471027.00
2025-11-24 10:35:00-05:00,368.49,370.18,368.12,369.65,487855.00
2025-11-24 10:40:00-05:00,369.6443,370.49,369.2936,369.585,327351.00
2025-11-24 10:45:00-05:00,369.5,370.96,369.32,370.82,338851.00
2025-11-24 10:50:00-05:00,370.85,371.01,369.64,369.8453,347135.00
2025-11-24 10:55:00-05:00,369.8125,371.81,368.8,371.8,444207.00
2025-11-24 11:00:00-05:00,371.72,374.38,371.72,373.395,661481.00
2025-11-24 11:05:00-05:00,373.39,374.37,372.91,374.05,395541.00
2025-11-24 11:10:00-05:00,374.05,374.47,372.7,373.65,365278.00
2025-11-24 11:15:00-05:00,373.71,373.9,372.25,373.72,331509.00
2025-11-24 11:20:00-05:00,373.7,374.8,373.3501,373.705,346459.00
2025-11-24 11:25:00-05:00,373.68,373.78,372.42,372.99,275545.00
2025-11-24 11:30:00-05:00,372.9,374,372.13,373.08,259310.00
2025-11-24 11:35:00-05:00,373.07,373.19,372.0401,372.645,180992.00
2025-11-24 11:40:00-05:00,372.645,374.04,372.18,373.56,277573.00
2025-11-24 11:45:00-05:00,373.52,373.69,372.3,372.555,216756.00
