timestamp,open,high,low,close,volume
2025-11-25 09:30:00-05:00,191.51,193.33,190.18,191.95,59021.00
2025-11-25 09:35:00-05:00,191.6901,191.6901,189.25,189.645,60420.00
2025-11-25 09:40:00-05:00,189.705,189.8699,187.545,188.645,30811.00
2025-11-25 09:45:00-05:00,188.635,189.38,187.85,188.18,61382.00
2025-11-25 09:50:00-05:00,187.77,191.61,187.58,190.925,28202.00
2025-11-25 09:55:00-05:00,190.36,193.4,190.36,193.15,42217.00
2025-11-25 10:00:00-05:00,192.87,194.18,191.78,192.17,48978.00
2025-11-25 10:05:00-05:00,192.175,192.36,191.37,191.7769,21438.00
2025-11-25 10:10:00-05:00,191.755,191.795,189.87,190.04,42352.00
2025-11-25 10:15:00-05:00,190.27,191.24,190.27,190.795,16809.00
2025-11-25 10:20:00-05:00,190.705,191.3,190.08,191.1399,15579.00
2025-11-25 10:25:00-05:00,190.398,192.99,190.398,192.605,33140.00
2025-11-25 10:30:00-05:00,192.66,193.57,192.66,193.38,25791.00
2025-11-25 10:35:00-05:00,193.15,193.63,192.82,192.98,23997.00
2025-11-25 10:40:00-05:00,192.78,194,192.78,193.9,13096.00
2025-11-25 10:45:00-05:00,194.09,194.28,192.96,193.075,19831.00
2025-11-25 10:50:00-05:00,192.84,192.98,191.78,191.95,25264.00
2025-11-25 10:55:00-05:00,191.77,192.5,191.59,192.15,19805.00
2025-11-25 11:00:00-05:00,192.1,192.33,191.59,192.03,14991.00
2025-11-25 11:05:00-05:00,191.96,192,189.98,190.69,28546.00
2025-11-25 11:10:00-05:00,190.57,191.15,190.2877,190.62,15853.00
2025-11-25 11:15:00-05:00,190.57,192,190.57,191.83,15450.00
2025-11-25 11:20:00-05:00,192,192.79,192,192.25,14751.00
2025-11-25 11:25:00-05:00,192.31,192.31,191.76,192.15,12804.00
2025-11-25 11:30:00-05:00,192.43,192.72,191.93,192.3197,9867.00
2025-11-25 11:35:00-05:00,192.41,192.425,191.81,192.425,29776.00
2025-11-25 11:40:00-05:00,192.45,192.76,192.31,192.31,8165.00
2025-11-25 11:45:00-05:00,191.99,192.14,191.45,191.595,11818.00
2025-11-25 11:50:00-05:00,191.5975,192.055,191.5975,192.055,4699.00
2025-11-25 11:55:00-05:00,191.83,192.06,191.79,191.935,7619.00
2025-11-25 12:00:00-05:00,192,192.605,191.935,192.605,12517.00
2025-11-25 12:05:00-05:00,192.76,193.26,192.74,193.18,22013.00
2025-11-25 12:10:00-05:00,193,193.1524,192.83,193.1524,8006.00
2025-11-25 12:15:00-05:00,193.08,193.32,192.85,193.3038,9608.00
2025-11-25 12:20:00-05:00,193.37,193.97,193.2,193.905,8181.00
2025-11-25 12:25:00-05:00,193.9077,193.935,193.22,193.41,9616.00
2025-11-25 12:30:00-05:00,193.67,194.46,193.67,194.37,8216.00
2025-11-25 12:35:00-05:00,194.385,194.55,194.27,194.48,7408.00
2025-11-25 12:40:00-05:00,194.445,195.8999,194.43,195.22,55300.00
2025-11-25 12:45:00-05:00,195.2,195.71,195.07,195.385,22672.00
2025-11-25 12:50:00-05:00,195.3726,195.41,194.67,194.7425,11707.00
2025-11-25 12:55:00-05:00,194.73,194.81,193.84,193.84,11770.00
2025-11-25 13:00:00-05:00,193.925,194.608,193.857,194.49,10297.00
2025-11-25 13:05:00-05:00,194.49,194.5163,193.91,194,13595.00
2025-11-25 13:10:00-05:00,193.995,194.27,193.73,193.935,11059.00
2025-11-25 13:15:00-05:00,193.93,194.04,193.56,193.95,17282.00
2025-11-25 13:20:00-05:00,194,194.27,193.75,194.11,13691.00
2025-11-25 13:25:00-05:00,194.32,194.36,194.14,194.29,6003.00
2025-11-25 13:30:00-05:00,194.33,194.46,194.12,194.14,18410.00
2025-11-25 13:35:00-05:00,194.2547,194.28,193.88,194.28,10595.00
2025-11-25 13:40:00-05:00,194.27,194.52,194.19,194.19,6137.00
2025-11-25 13:45:00-05:00,194.57,194.89,194.4,194.6675,7564.00
2025-11-25 13:50:00-05:00,194.675,195.075,194.51,195.07,7363.00
2025-11-25 13:55:00-05:00,195.015,195.015,194.75,194.975,14401.00
2025-11-25 14:00:00-05:00,194.99,195.14,194.3401,194.485,22565.00
2025-11-25 14:05:00-05:00,194.5575,194.8,194.37,194.37,8805.00
2025-11-25 14:10:00-05:00,194.38,194.38,193.91,194.205,19570.00
